query_index,facts_file_primary_no_default,task_primary_no_default,baseline_refs_primary_no_default,diverse_refs_primary_no_default,changed_order_primary_no_default,changed_reference_set_primary_no_default,top1_preserved_primary_no_default,baseline_top_similarity_primary_no_default,diverse_top_similarity_primary_no_default,baseline_mean_similarity_primary_no_default,diverse_mean_similarity_primary_no_default,baseline_unique_models_primary_no_default,diverse_unique_models_primary_no_default,baseline_has_duplicate_models_primary_no_default,diverse_has_duplicate_models_primary_no_default,baseline_intra_list_dissimilarity_primary_no_default,diverse_intra_list_dissimilarity_primary_no_default,facts_file_default_sync,task_default_sync,baseline_refs_default_sync,diverse_refs_default_sync,changed_order_default_sync,changed_reference_set_default_sync,top1_preserved_default_sync,baseline_top_similarity_default_sync,diverse_top_similarity_default_sync,baseline_mean_similarity_default_sync,diverse_mean_similarity_default_sync,baseline_unique_models_default_sync,diverse_unique_models_default_sync,baseline_has_duplicate_models_default_sync,diverse_has_duplicate_models_default_sync,baseline_intra_list_dissimilarity_default_sync,diverse_intra_list_dissimilarity_default_sync,facts_file_equal,task_equal,baseline_ranking_equal,baseline_top1_equal,baseline_refset_equal,baseline_top_similarity_diff_primary_minus_default,baseline_mean_similarity_diff_primary_minus_default,baseline_unique_models_diff_primary_minus_default,baseline_intra_list_dissimilarity_diff_primary_minus_default,diverse_ranking_equal,diverse_top1_equal,diverse_refset_equal,diverse_top_similarity_diff_primary_minus_default,diverse_mean_similarity_diff_primary_minus_default,diverse_unique_models_diff_primary_minus_default,diverse_intra_list_dissimilarity_diff_primary_minus_default
1469,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_670f54cfda24.ttl,Fault identification,"252,203,189,243,244","252,189,212,13,243",True,True,True,0.546,0.546,0.5192,0.5154000000000001,4,5,1,0,0.4632673217256742,0.5661668155692545,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_670f54cfda24.ttl,Fault identification,"255,252,203,189,243","255,189,252,13,176",True,True,True,0.634,0.634,0.5404,0.5378000000000001,5,5,0,0,0.5133494775425927,0.6008242820088082,True,True,False,False,False,-0.08799999999999997,-0.021199999999999997,-1.0,-0.05008215581691855,False,False,False,-0.08799999999999997,-0.022399999999999975,0.0,-0.0346574664395537
1470,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_67177be8c292.ttl,Fault identification,"243,244,210,48,50","243,176,216,212,13",True,True,True,0.508,0.508,0.5067999999999999,0.506,4,5,1,0,0.4919929824561403,0.6211681929181928,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_67177be8c292.ttl,Fault identification,"255,243,244,210,48","255,216,13,176,201",True,True,True,0.633,0.633,0.5309999999999999,0.53,4,5,1,0,0.4829832943013271,0.6317278868672312,True,True,False,False,False,-0.125,-0.0242,0.0,0.009009688154813233,False,False,False,-0.125,-0.02400000000000002,0.0,-0.01055969394903844
1471,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6772a3bbadfb.ttl,Fault detection,"215,166,167,200,72","215,200,166,34,33",True,True,True,0.536,0.536,0.5288000000000002,0.5228,4,5,1,0,0.51347437863805,0.5343250276039749,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6772a3bbadfb.ttl,Fault detection,"215,166,167,200,72","215,200,166,34,33",True,True,True,0.529,0.529,0.5234,0.5186,4,5,1,0,0.51347437863805,0.5343250276039749,True,True,True,True,True,0.007000000000000006,0.005400000000000182,0.0,0.0,True,True,True,0.007000000000000006,0.0042000000000000925,0.0,0.0
1472,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_67828081cd2d.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.546,0.546,0.546,0.546,5,5,0,0,0.2967919799498747,0.352885623148781,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_67828081cd2d.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.537,0.537,0.537,0.537,5,5,0,0,0.2967919799498747,0.352885623148781,True,True,True,True,True,0.009000000000000008,0.009000000000000008,0.0,0.0,True,True,True,0.009000000000000008,0.009000000000000008,0.0,0.0
1473,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_686ae6735d60.ttl,Fault detection,"215,19,72,166,167","215,200,166,218,19",True,True,True,0.523,0.523,0.516,0.5142,4,5,1,0,0.45772904940587866,0.5840332985727723,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_686ae6735d60.ttl,Fault detection,"215,19,72,166,167","215,200,166,218,19",True,True,True,0.519,0.519,0.513,0.5115999999999999,4,5,1,0,0.45772904940587866,0.5840332985727723,True,True,True,True,True,0.0040000000000000036,0.0030000000000000027,0.0,0.0,True,True,True,0.0040000000000000036,0.0026000000000000467,0.0,0.0
1474,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_68927456c5a2.ttl,Fault detection,"42,41,44,43,46","42,195,230,34,44",True,True,True,0.515,0.515,0.515,0.5124000000000001,5,5,0,0,0.2967919799498747,0.4939304471979458,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_68927456c5a2.ttl,Fault detection,"42,41,44,43,46","42,195,230,34,44",True,True,True,0.512,0.512,0.512,0.51,5,5,0,0,0.2967919799498747,0.4939304471979458,True,True,True,True,True,0.0030000000000000027,0.0030000000000000027,0.0,0.0,True,True,True,0.0030000000000000027,0.0024000000000000687,0.0,0.0
1475,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_68edc7bfc419.ttl,Fault detection,"166,72,230,98,209","166,209,230,72,33",True,True,True,0.581,0.581,0.5791999999999999,0.5788,5,5,0,0,0.4572614465480319,0.5301503354369207,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_68edc7bfc419.ttl,Fault detection,"166,72,230,98,209","166,209,230,72,33",True,True,True,0.562,0.562,0.5606000000000001,0.5604,5,5,0,0,0.4572614465480319,0.5301503354369207,True,True,True,True,True,0.018999999999999906,0.01859999999999984,0.0,0.0,True,True,True,0.018999999999999906,0.018399999999999972,0.0,0.0
1476,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_692880c67298.ttl,One step future state forecast,"106,131,132,135,133","106,132,135,10,134",True,True,True,0.587,0.587,0.5846,0.5838,5,5,0,0,0.2995798319327731,0.3655148148148148,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_692880c67298.ttl,One step future state forecast,"106,131,132,135,133","106,132,135,255,249",True,True,True,0.566,0.566,0.5644,0.5426,5,5,0,0,0.2995798319327731,0.45463179807442095,True,True,True,True,True,0.02100000000000002,0.020199999999999996,0.0,0.0,False,True,False,0.02100000000000002,0.041200000000000014,0.0,-0.08911698325960615
1477,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6937f8f6e632.ttl,Fault feature extraction,"32,253,198,190,70","32,190,229,198,235",True,True,True,0.52,0.52,0.5172,0.5146,5,5,0,0,0.5374717919296232,0.5967863247863248,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6937f8f6e632.ttl,Fault feature extraction,"32,253,198,190,70","32,190,229,198,235",True,True,True,0.516,0.516,0.5138,0.5118,5,5,0,0,0.5374717919296232,0.5967863247863248,True,True,True,True,True,0.0040000000000000036,0.0033999999999999586,0.0,0.0,True,True,True,0.0040000000000000036,0.0027999999999999137,0.0,0.0
1478,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6a36ce857769.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.664,0.664,0.664,0.664,5,5,0,0,0.2967919799498747,0.352885623148781,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6a36ce857769.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.635,0.635,0.635,0.635,5,5,0,0,0.2967919799498747,0.352885623148781,True,True,True,True,True,0.029000000000000026,0.029000000000000026,0.0,0.0,True,True,True,0.029000000000000026,0.029000000000000026,0.0,0.0
1479,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6a4e77784ccd.ttl,Fault detection,"42,41,44,43,46","42,72,44,34,98",True,True,True,0.515,0.515,0.515,0.5146,5,5,0,0,0.2967919799498747,0.39237183127812136,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6a4e77784ccd.ttl,Fault detection,"42,41,44,43,46","42,72,44,34,98",True,True,True,0.512,0.512,0.512,0.5118,5,5,0,0,0.2967919799498747,0.39237183127812136,True,True,True,True,True,0.0030000000000000027,0.0030000000000000027,0.0,0.0,True,True,True,0.0030000000000000027,0.0027999999999999137,0.0,0.0
1480,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6a79677e8da7.ttl,Fault detection,"218,245,209,211,191","218,72,211,166,230",True,True,True,0.597,0.597,0.5908,0.5874,5,5,0,0,0.5130205535205536,0.6071577880114465,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6a79677e8da7.ttl,Fault detection,"218,245,209,211,191","218,72,166,211,230",True,True,True,0.574,0.574,0.5692,0.5666,5,5,0,0,0.5130205535205536,0.6071577880114465,True,True,True,True,True,0.02300000000000002,0.021599999999999953,0.0,0.0,False,True,True,0.02300000000000002,0.02080000000000004,0.0,0.0
1481,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6b203fabc136.ttl,Fault identification,"196,252,201,202,176","196,201,210,243,176",True,True,True,0.527,0.527,0.5186,0.5146000000000001,5,5,0,0,0.41661472814919265,0.594728021978022,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6b203fabc136.ttl,Fault identification,"255,196,252,201,202","255,210,201,176,196",True,True,True,0.638,0.638,0.5402000000000001,0.5374000000000001,5,5,0,0,0.4457407114555038,0.5986052813306911,True,True,False,False,False,-0.11099999999999999,-0.021600000000000175,0.0,-0.029125983306311165,False,False,False,-0.11099999999999999,-0.022800000000000042,0.0,-0.003877259352669138
1482,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6b8545b78ee4.ttl,Remaining useful life estimation,"127,222,172,184,69","127,184,222,225,172",True,True,True,0.524,0.524,0.524,0.5227999999999999,5,5,0,0,0.48304280094626384,0.504469846158002,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6b8545b78ee4.ttl,Remaining useful life estimation,"249,250,259,127,222","249,259,225,127,184",True,True,True,0.637,0.637,0.5898000000000001,0.5652,5,5,0,0,0.3845244900072487,0.5034984984984985,True,True,False,False,False,-0.11299999999999999,-0.06580000000000008,0.0,0.09851831093901514,False,False,False,-0.11299999999999999,-0.042400000000000104,0.0,0.0009713476595035742
1483,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6b9efd7a0165.ttl,Health assessment,"239,153,154,193,227","239,104,7,31,221",True,True,True,0.598,0.598,0.5972,0.5898,4,5,1,0,0.3726143790849673,0.5903500277562428,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6b9efd7a0165.ttl,Health assessment,"239,153,154,193,227","239,104,7,31,221",True,True,True,0.575,0.575,0.5744,0.5685999999999999,4,5,1,0,0.3726143790849673,0.5903500277562428,True,True,True,True,True,0.02300000000000002,0.02279999999999993,0.0,0.0,True,True,True,0.02300000000000002,0.021200000000000108,0.0,0.0
