corpus_id,Year,Source title,Open Access,screening_confidence,screening_reason_category,pdf_recovered
paper-1834,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1836,2025,Forschung im Ingenieurwesen/Engineering Research,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1837,2025,Lubricants,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1838,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1840,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1841,2025,Systems and Soft Computing,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1842,2025,Energies,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1844,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1845,2025,Journal of Energy Storage,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1846,2025,Sustainable Energy Technologies and Assessments,All Open Access; Hybrid Gold Open Access,medium,physical_asset_maintenance,False
paper-1848,2025,PLOS ONE,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1850,2025,Energies,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1851,2025,PLOS ONE,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1852,2025,Sustainability (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1853,2025,Algorithms,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1854,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1856,2025,Journal of Electrical Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1858,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1861,2025,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1862,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1863,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1864,2025,Energy,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1865,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1868,2025,Forschung im Ingenieurwesen/Engineering Research,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1869,2025,Mathematics,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1870,2025,SSRG International Journal of Mechanical Engineering,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1871,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1872,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1873,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1874,2025,Results in Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1875,2025,Electrical Engineering and Electromechanics,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1876,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1881,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1884,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1885,2025,Green Energy and Intelligent Transportation,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1887,2025,Instrumentation Mesure Metrologie,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1889,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1891,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1892,2025,IAES International Journal of Artificial Intelligence,All Open Access; Gold Open Access,medium,physical_asset_maintenance,True
paper-1894,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1895,2025,Buildings,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1897,2025,Electrochimica Acta,All Open Access; Hybrid Gold Open Access,medium,physical_asset_maintenance,False
paper-1898,2025,International Journal of Electrical Power and Energy Systems,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1900,2025,Microelectronics Reliability,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1901,2025,KSII Transactions on Internet and Information Systems,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1902,2025,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1903,2025,Journal Europeen des Systemes Automatises,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1904,2025,Batteries,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1906,2025,Forschung im Ingenieurwesen/Engineering Research,All Open Access; Green Open Access; Hybrid Gold Open Access,medium,physical_asset_maintenance,True
paper-1907,2025,JPhys Photonics,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1908,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1909,2025,Battery Energy,All Open Access; Gold Open Access,medium,physical_asset_maintenance,True
paper-1910,2025,Applied Stochastic Models in Business and Industry,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1911,2025,Journal of Manufacturing Systems,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1912,2025,NIPES - Journal of Science and Technology Research,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1914,2025,Ain Shams Engineering Journal,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,False
paper-1915,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1917,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1918,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1919,2025,International Journal of Prognostics and Health Management,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1920,2025,Aerospace,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1921,2025,Reliability Engineering and System Safety,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1922,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1923,2025,Optics and Laser Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1925,2025,NIPES - Journal of Science and Technology Research,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1926,2025,Journal of Marine Science and Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1927,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1928,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1931,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1933,2025,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1934,2025,Digital Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1935,2025,Solar Energy,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1936,2025,Energy Reports,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1937,2025,International Journal on Informatics Visualization,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1938,2025,Advances in Mechanical Engineering,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1939,2025,Mechanical Systems and Signal Processing,All Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1940,2025,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1941,2025,Lubricants,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1942,2025,Energy,All Open Access; Green Open Access,medium,physical_asset_maintenance,False
paper-1943,2025,International Journal of Advanced Computer Science and Applications,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1945,2025,Aerospace,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1946,2025,"Engineering, Technology and Applied Science Research",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1949,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1950,2025,Data in Brief,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1951,2025,NIPES - Journal of Science and Technology Research,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1952,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1954,2025,Scientific Data ,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1955,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1956,2025,Reliability Engineering and System Safety,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1957,2025,Energy Reports,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,False
paper-1959,2025,Measurement Science and Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1962,2025,World Electric Vehicle Journal,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1964,2025,Journal of Engineering and Applied Science,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1968,2025,Journal of Pipeline Science and Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1972,2025,Automation,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1974,2025,Lubricants,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1975,2025,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1976,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1978,2025,Power Electronic Devices and Components,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1980,2025,Quality and Reliability Engineering International,All Open Access; Hybrid Gold Open Access,medium,physical_asset_maintenance,True
paper-1981,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1982,2025,Journal of Marine Science and Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1983,2025,Journal of Industrial Information Integration,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1984,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1985,2025,Vibration,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1987,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1988,2025,IAES International Journal of Artificial Intelligence,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1989,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1990,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1991,2025,NIPES - Journal of Science and Technology Research,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1992,2025,Actuators,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1994,2025,Jurnal Kejuruteraan,All Open Access; Gold Open Access,medium,physical_asset_maintenance,True
paper-1995,2025,Computers,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1996,2025,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1998,2025,Journal of Safety and Sustainability,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1999,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2001,2025,Bioengineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2003,2025,Nonlinear Dynamics,All Open Access; Hybrid Gold Open Access,medium,physical_asset_maintenance,True
paper-2004,2025,International Journal of Prognostics and Health Management,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2005,2025,International Journal of Industrial Engineering and Management,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2006,2025,Quality and Reliability Engineering International,All Open Access; Bronze Open Access,medium,physical_asset_maintenance,True
paper-2007,2025,"Journal of Dynamics, Monitoring and Diagnostics",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2008,2025,"e-Prime - Advances in Electrical Engineering, Electronics and Energy",All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2009,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2010,2025,Energies,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-2011,2025,JPhys Photonics,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2012,2025,International Journal of Electrical Power and Energy Systems,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2013,2025,Technologies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2014,2025,Journal of Computational Design and Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-2016,2025,Energy and AI,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2017,2025,Lubrication Science,All Open Access; Bronze Open Access,high,physical_asset_maintenance,True
paper-2018,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2019,2025,Wind Energy,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2021,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2023,2025,Measurement Science and Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2025,2025,Measurement: Journal of the International Measurement Confederation,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2027,2025,World Electric Vehicle Journal,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2028,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2029,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2030,2025,"International Journal of Turbomachinery, Propulsion and Power",All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2031,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2032,2025,Information (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2033,2025,Results in Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2034,2025,Computers,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2035,2025,PLOS ONE,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2036,2025,Journal of Marine Science and Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2037,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2038,2025,"Engineering, Technology and Applied Science Research",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2039,2025,Journal of Power Sources,All Open Access; Hybrid Gold Open Access,low,uncertain_but_included,False
paper-2040,2025,Franklin Open,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2042,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2043,2025,International Journal of Electrical Power and Energy Systems,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2047,2025,Alexandria Engineering Journal,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2048,2025,International Journal of Electrical Power and Energy Systems,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2049,2025,Aerospace,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2050,2025,Engineering Applications of Artificial Intelligence,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2051,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2053,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2055,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2056,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2057,2025,Journal of Thermal Science and Engineering Applications,All Open Access; Bronze Open Access,high,physical_asset_maintenance,False
paper-2059,2025,"Journal of Dynamics, Monitoring and Diagnostics",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2060,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2061,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2062,2025,International Journal of Advanced Manufacturing Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-2064,2025,Energy Conversion and Management: X,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2068,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2070,2025,SSRG International Journal of Electronics and Communication Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2071,2025,Energy Technology,All Open Access; Bronze Open Access,high,physical_asset_maintenance,True
paper-2072,2025,"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",All Open Access; Bronze Open Access,high,physical_asset_maintenance,True
paper-2073,2025,Jurnal Kejuruteraan,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2075,2025,Advances in Mechanical Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2077,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2078,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2079,2025,Journal of Energy Storage,All Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2080,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2081,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2082,2025,Reliability Engineering and System Safety,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2083,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2084,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-2086,2025,Future Internet,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2089,2025,Journal of Machine and Computing,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-2090,2025,Measurement: Journal of the International Measurement Confederation,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2092,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2095,2025,Lubricants,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2096,2025,Results in Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-2097,2025,Algorithms,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2099,2025,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2100,2025,Results in Engineering,All Open Access; Gold Open Access,medium,physical_asset_maintenance,False
paper-2101,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2103,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2105,2025,Mechanical Systems and Signal Processing,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2107,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2109,2025,Chinese Journal of Aeronautics,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2110,2025,Journal of Advanced Research Design,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-2111,2025,Solar RRL,All Open Access; Hybrid Gold Open Access,medium,physical_asset_maintenance,True
paper-2112,2025,Journal of Electronic Materials,All Open Access; Hybrid Gold Open Access,medium,physical_asset_maintenance,True
paper-2113,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2115,2025,Results in Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-2116,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2117,2025,Informatics,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2118,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2120,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2121,2025,Results in Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2122,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2125,2025,Inventions,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2126,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2128,2025,Results in Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2129,2025,Complex and Intelligent Systems,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2131,2025,Energy and AI,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2133,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-2134,2025,Nanomaterials,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2135,2025,International Journal of Vehicle Structures and Systems,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2137,2025,Computers,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2140,2025,Array,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2142,2025,Symmetry,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-2143,2025,Knowledge-Based Systems,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2144,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2145,2025,Journal of the Electrochemical Society,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2146,2025,Advanced Materials Technologies,All Open Access; Bronze Open Access,high,physical_asset_maintenance,True
paper-2148,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-2151,2025,Algorithms,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2152,2025,Results in Engineering,All Open Access; Gold Open Access; Green Open Access,low,uncertain_but_included,False
paper-2153,2025,Sustainability (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2155,2025,PLOS ONE,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2157,2025,Journal of Engineering Management and Systems Engineering,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-2158,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2160,2025,Journal of Mobile Multimedia,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2161,2025,Sustainability (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2162,2025,Measurement Science and Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2164,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2165,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2166,2025,Distributed Generation and Alternative Energy Journal,All Open Access; Bronze Open Access,high,physical_asset_maintenance,True
paper-2167,2025,International Journal of Electrical Power and Energy Systems,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2170,2025,Expert Systems with Applications,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2173,2025,Nuclear Engineering and Technology,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2176,2025,Petroleum Science,All Open Access; Gold Open Access,medium,physical_asset_maintenance,False
paper-2178,2025,Results in Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-2180,2025,Eng,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2181,2025,Quality and Reliability Engineering International,All Open Access; Bronze Open Access,high,physical_asset_maintenance,True
paper-2183,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,low,uncertain_but_included,True
paper-2184,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2185,2025,"Journal of Dynamics, Monitoring and Diagnostics",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2187,2025,Micromachines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2188,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2189,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2190,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2194,2025,Multidisciplinary Science Journal,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2195,2025,Machine Learning,All Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2196,2025,Energy Science and Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2198,2025,International Journal of Prognostics and Health Management,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2199,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-2201,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2203,2025,SSRG International Journal of Electrical and Electronics Engineering,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-2205,2025,Mechanical Systems and Signal Processing,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-2206,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2207,2025,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-2209,2025,Mathematics,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-2210,2025,Journal of Operations Management,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
