corpus_id,Year,Source title,Open Access,screening_confidence,screening_reason_category,pdf_recovered
paper-0952,2026,Lubricants,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0953,2026,Sigma Journal of Engineering and Natural Sciences,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-0954,2026,Problems of the Regional Energetics,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0955,2026,Results in Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-0957,2026,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0959,2026,International Journal of Information and Communication Technology,All Open Access; Bronze Open Access,high,physical_asset_maintenance,True
paper-0960,2026,Journal of Marine Science and Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0961,2026,Journal of Intelligent Manufacturing,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-0963,2026,Sigma Journal of Engineering and Natural Sciences,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-0965,2026,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-0966,2026,Journal of Tribology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-0967,2026,Mathematics,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-0968,2026,Results in Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0969,2026,Nuclear Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-0970,2026,Results in Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-0972,2026,Energy Exploration and Exploitation,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0974,2026,Engineering Research Express,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-0975,2026,Mechanical Systems and Signal Processing,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-0976,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,False
paper-0977,2026,AIP Advances,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-0978,2026,Expert Systems with Applications,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-0979,2026,Journal of Vibration Engineering and Technologies,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-0980,2026,Eksploatacja i Niezawodnosc,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-0981,2026,IEEE Access,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-0982,2026,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0984,2026,Results in Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-0985,2026,International Journal of Advanced Manufacturing Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-0986,2026,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0987,2026,Lubricants,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0988,2026,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0989,2026,Digital,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-0990,2026,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-0991,2026,Journal of Computational and Applied Mathematics,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-0992,2026,Measurement: Journal of the International Measurement Confederation,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-0994,2026,Acta Logistica,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-0995,2026,Journal of Low Frequency Noise Vibration and Active Control,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-0996,2026,Eksploatacja i Niezawodnosc,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-0998,2026,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-0999,2026,Engineering Applications of Artificial Intelligence,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1000,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1001,2025,"Engineering, Technology and Applied Science Research",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1003,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1007,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1008,2026,Journal Europeen des Systemes Automatises,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1009,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1010,2026,Information Systems and e-Business Management,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1012,2026,Eksploatacja i Niezawodnosc,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1013,2026,IET Control Theory and Applications,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1014,2025,ShodhKosh: Journal of Visual and Performing Arts,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1016,2025,Energotehnologii i Resursosberezenie,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1018,2026,Mathematics,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1019,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1021,2026,CMES - Computer Modeling in Engineering and Sciences,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1023,2026,International Transactions on Electrical Energy Systems,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1024,2026,European Physical Journal: Special Topics,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1025,2026,Diagnostyka,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1026,2026,IEEE Sensors Journal,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1027,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1029,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1030,2026,Advanced Electronic Materials,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1031,2026,Journal of Low Frequency Noise Vibration and Active Control,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1032,2026,Applied Computer Science,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1033,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1034,2026,Journal of Electrical and Computer Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1035,2026,Naukovyi Visnyk Natsionalnoho Hirnychoho Universytetu,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1036,2026,Technometrics,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1037,2026,International Journal of e-Collaboration,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1039,2026,Technologies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1040,2025,Symmetry,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1041,2026,IEEE Transactions on Applied Superconductivity,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1042,2026,Journal of Energy Storage,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1043,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1044,2025,Vehicles,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1045,2025,"Journal of Sustainable Development of Energy, Water and Environment Systems",All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1046,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1047,2026,IEEE Access,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1049,2025,Quality and Reliability Engineering International,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1050,2026,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1053,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1055,2025,International Journal of Power Electronics and Drive Systems,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1056,2026,Bulletin of the Polish Academy of Sciences: Technical Sciences,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1058,2026,Structural Health Monitoring,All Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1059,2026,IET Power Electronics,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1060,2025,Machines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1061,2026,Eksploatacja i Niezawodnosc,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1062,2025,Batteries,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1064,2026,Journal of Low Frequency Noise Vibration and Active Control,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1066,2026,"Engineering, Technology and Applied Science Research",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1067,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1069,2025,International Journal of Robust and Nonlinear Control,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1070,2026,Communications - Scientific Letters of the University of Zilina,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1071,2025,Journal of Engineering and Applied Science,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1072,2026,Computers and Industrial Engineering,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1073,2025,Forschung im Ingenieurwesen/Engineering Research,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1074,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,False
paper-1076,2026,CMES - Computer Modeling in Engineering and Sciences,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1078,2025,Instruments,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1079,2026,"Engineering, Technology and Applied Science Research",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1081,2025,Sustainable Energy Technologies and Assessments,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1083,2026,Journal of Vibroengineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1085,2026,Eksploatacja i Niezawodnosc,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1087,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1088,2025,Journal of Engineering and Applied Science,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1091,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1092,2026,Eksploatacja i Niezawodnosc,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1093,2025,Energy Reports,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1094,2026,International Journal of Mechanical Engineering and Robotics Research,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1095,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1096,2025,Journal of Big Data,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1101,2025,Applied System Innovation,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1102,2026,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1103,2026,Micromachines,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1104,2026,IEEE Transactions on Industrial Electronics,All Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1105,2025,Scientific Data ,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1107,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1108,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1110,2026,Sustainability (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1112,2026,International Journal of Rotating Machinery,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1113,2026,IEEE Transactions on Transportation Electrification,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1114,2025,Engineering Applications of Artificial Intelligence,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1115,2026,IEEE Transactions on Industrial Electronics,All Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1116,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1121,2026,International Journal of Electrochemical Science ,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1123,2026,International Journal on Interactive Design and Manufacturing,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1124,2026,Al-Bahir Journal for Engineering and Pure Sciences,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1125,2026,Aerospace Science and Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1126,2026,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1129,2026,International Journal of Advanced Manufacturing Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1130,2026,Ecological Engineering and Environmental Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1132,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1134,2026,Sinergi (Indonesia),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1137,2025,Journal of Energy Storage,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1140,2026,Advanced Engineering Informatics,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1141,2026,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1142,2026,International Journal of Heat and Fluid Flow,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1143,2026,Sensors,All Open Access; Gold Open Access; Green Open Access,medium,uncertain_but_included,True
paper-1144,2025,Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1145,2025,Automation,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1146,2026,International Journal of Refrigeration,All Open Access; Green Open Access; Hybrid Gold Open Access,medium,physical_asset_maintenance,False
paper-1147,2026,Military Technical Courier/Vojnotehnicki glasnik,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1148,2025,MethodsX,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,False
paper-1149,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1153,2026,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1154,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1156,2026,Sustainable Energy Technologies and Assessments,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1158,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1160,2025,Mechanism and Machine Theory,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1162,2026,International Journal of Advanced Manufacturing Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1163,2026,Technologies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1166,2025,Results in Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1169,2026,"Computers, Materials and Continua",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1170,2026,Comptes Rendus - Mecanique,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1171,2025,Energy Reports,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1172,2025,International Journal of Applied Power Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1173,2026,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1174,2026,Diagnostyka,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1175,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1176,2026,International Journal of Advanced Manufacturing Technology,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1177,2026,Information Processing in Agriculture,All Open Access; Gold Open Access,medium,physical_asset_maintenance,False
paper-1178,2026,WSEAS Transactions on Environment and Development,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1179,2026,IET Electric Power Applications,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1180,2026,IEEE Transactions on Power Electronics,All Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1183,2026,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1184,2025,Energies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1185,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1186,2026,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1187,2025,Journal of Engineering and Applied Science,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1188,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1190,2025,Autonomous Intelligent Systems,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1191,2026,Diagnostyka,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1193,2025,ShodhKosh: Journal of Visual and Performing Arts,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1194,2025,Information Fusion,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1198,2026,Eng,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1201,2025,Energy Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1203,2025,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1204,2025,Applied Energy,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1205,2026,International Journal of Precision Engineering and Manufacturing,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1206,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1207,2026,Journal of Vibroengineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1208,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1209,2026,IEEE Transactions on Intelligent Transportation Systems,All Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1210,2025,International Academic Journal of Science and Engineering,All Open Access; Bronze Open Access,high,physical_asset_maintenance,True
paper-1211,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1212,2026,Eng,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1214,2025,Mechanical Sciences,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1218,2026,Actuators,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1219,2025,"Engineering, Technology and Applied Science Research",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1221,2025,Scientific Data ,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1222,2026,IEEE Access,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1223,2025,Journal of Power Sources,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1225,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1226,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1228,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,False
paper-1230,2025,Discover Sustainability,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1231,2025,Discover Computing,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1232,2026,Algorithms,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1233,2025,Sensors,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1235,2026,CMES - Computer Modeling in Engineering and Sciences,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1236,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1237,2026,IEEE Access,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1238,2026,Journal of Low Frequency Noise Vibration and Active Control,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1240,2025,Autonomous Intelligent Systems,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1241,2026,Tehnicki Vjesnik,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1244,2026,"Engineering, Technology and Applied Science Research",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1245,2025,Energy and AI,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1246,2025,Measurement: Journal of the International Measurement Confederation,All Open Access; Green Open Access; Hybrid Gold Open Access,medium,physical_asset_maintenance,False
paper-1247,2026,IEEE Transactions on Power Electronics,All Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1249,2025,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1252,2026,INMATEH - Agricultural Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1253,2025,Forschung im Ingenieurwesen/Engineering Research,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1254,2025,ACS Omega,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1256,2026,Energy Science and Engineering,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1257,2026,Optics and Lasers in Engineering,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1258,2026,Applied Sciences (Switzerland),All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1261,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1262,2025,Forschung im Ingenieurwesen/Engineering Research,All Open Access; Green Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1263,2026,Structural Health Monitoring,All Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1264,2026,Journal of Communications,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1265,2026,Research,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1266,2026,International Journal of Electrical Power and Energy Systems,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1267,2026,Journal of Low Frequency Noise Vibration and Active Control,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1268,2026,"Computers, Materials and Continua",All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1269,2026,High Voltage,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1270,2025,International Journal of Advanced Computer Science and Applications,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1272,2025,Scientific reports,All Open Access; Gold Open Access; Green Open Access,medium,physical_asset_maintenance,True
paper-1273,2025,Energy Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1274,2025,Energy Informatics,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1275,2025,Results in Engineering,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1276,2026,Engineering Applications of Computational Fluid Mechanics ,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1277,2026,Electronics (Switzerland),All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1282,2025,Lubricants,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1283,2026,High Voltage,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1284,2025,Discrete and Continuous Dynamical Systems - Series S,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1288,2026,IET Signal Processing,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1289,2026,Kerntechnik,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1293,2026,EURO Journal on Decision Processes,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1295,2026,IEEE Access,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1296,2026,Frontiers in Physics,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1299,2026,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1302,2026,Actuators,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1303,2025,International Journal of Advanced Nuclear Reactor Design and Technology,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,False
paper-1304,2025,Archives for Technical Sciences,All Open Access; Gold Open Access,high,physical_asset_maintenance,True
paper-1305,2026,Eksploatacja i Niezawodnosc,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1306,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1307,2025,International Journal of Prognostics and Health Management,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1308,2025,Scientific Reports,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1309,2025,Journal of Energy Storage,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1310,2026,Advanced Engineering Informatics,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,False
paper-1311,2026,Global Energy Interconnection,All Open Access; Gold Open Access,high,physical_asset_maintenance,False
paper-1313,2026,"Circuits, Systems, and Signal Processing",All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
paper-1316,2026,Eastern-European Journal of Enterprise Technologies,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1317,2025,PLOS ONE,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1318,2025,Vehicles,All Open Access; Gold Open Access; Green Open Access,high,physical_asset_maintenance,True
paper-1319,2025,Iran Journal of Computer Science,All Open Access; Hybrid Gold Open Access,high,physical_asset_maintenance,True
